"DateTime","ESP8266 50G","ESP8266 55G","Water Meter"
"11/1/2025 4:22","Disconnected","81.4","Disconnected"
"11/1/2025 4:30","Disconnected","81.4","Disconnected"
"11/1/2025 4:32","Disconnected","81.3","Disconnected"
"11/1/2025 4:40","Disconnected","81.5","Disconnected"
"11/1/2025 4:42","Disconnected","81.4","Disconnected"
"11/1/2025 4:50","Disconnected","81.6","Disconnected"
"11/1/2025 4:52","Disconnected","81.4","Disconnected"
"11/1/2025 5:00","Disconnected","81.5","Disconnected"
"11/1/2025 5:02","Disconnected","81.5","Disconnected"
"11/1/2025 5:10","Disconnected","81.4","Disconnected"
"11/1/2025 5:12","Disconnected","81.6","Disconnected"
"11/1/2025 5:20","Disconnected","81.3","Disconnected"
"11/1/2025 5:22","Disconnected","81.5","Disconnected"
"11/1/2025 5:30","Disconnected","81.4","Disconnected"
"11/1/2025 5:32","Disconnected","81.4","Disconnected"
"11/1/2025 5:40","Disconnected","81.4","Disconnected"
"11/1/2025 5:42","Disconnected","81.3","Disconnected"
"11/1/2025 5:50","Disconnected","81.4","Disconnected"
"11/1/2025 5:52","Disconnected","81.4","Disconnected"
"11/1/2025 6:00","Disconnected","81.4","Disconnected"
"11/1/2025 6:02","Disconnected","81.4","Disconnected"
"11/1/2025 6:10","Disconnected","81.4","Disconnected"
"11/1/2025 6:12","Disconnected","81.4","Disconnected"
"11/1/2025 6:20","Disconnected","81.4","Disconnected"
"11/1/2025 6:22","Disconnected","81.4","Disconnected"
"11/1/2025 6:31","Disconnected","81.6","Disconnected"
"11/1/2025 6:32","Disconnected","81.5","Disconnected"
"11/1/2025 6:41","Disconnected","81.6","Disconnected"
"11/1/2025 6:43","Disconnected","81.5","Disconnected"
"11/1/2025 6:51","Disconnected","81.6","Disconnected"
"11/1/2025 6:53","Disconnected","Disconnected","Disconnected"
"11/1/2025 7:01","Disconnected","81.4","Disconnected"
"11/1/2025 7:03","Disconnected","Disconnected","Disconnected"
"11/1/2025 7:11","Disconnected","81.4","Disconnected"
"11/1/2025 7:13","Disconnected","81.5","Disconnected"
"11/1/2025 7:21","Disconnected","81.5","Disconnected"
"11/1/2025 7:23","Disconnected","81.4","Disconnected"
"11/1/2025 7:31","Disconnected","81.5","Disconnected"
"11/1/2025 7:33","Disconnected","81.5","Disconnected"
"11/1/2025 7:41","Disconnected","81.5","Disconnected"
"11/1/2025 7:43","Disconnected","81.5","Disconnected"
"11/1/2025 7:51","Disconnected","81.6","Disconnected"
"11/1/2025 7:53","Disconnected","81.6","Disconnected"
"11/1/2025 8:01","Disconnected","81.6","Disconnected"
"11/1/2025 8:03","Disconnected","81.7","Disconnected"
"11/1/2025 8:11","Disconnected","81.5","Disconnected"
"11/1/2025 8:13","Disconnected","81.5","Disconnected"
"11/1/2025 8:21","Disconnected","81.5","Disconnected"
"11/1/2025 8:23","Disconnected","81.6","Disconnected"
"11/1/2025 8:31","Disconnected","81.6","Disconnected"
"11/1/2025 8:33","Disconnected","81.6","Disconnected"
"11/1/2025 8:41","Disconnected","81.7","Disconnected"
"11/1/2025 8:43","Disconnected","81.6","Disconnected"
"11/1/2025 8:51","Disconnected","81.5","Disconnected"
"11/1/2025 8:53","Disconnected","81.6","Disconnected"
"11/1/2025 9:01","Disconnected","81.6","Disconnected"
"11/1/2025 9:03","Disconnected","81.5","Disconnected"
"11/1/2025 9:12","Disconnected","81.6","Disconnected"
"11/1/2025 9:13","Disconnected","81.6","Disconnected"
"11/1/2025 9:22","Disconnected","81.7","Disconnected"
"11/1/2025 9:23","Disconnected","81.6","Disconnected"
"11/1/2025 9:32","Disconnected","81.5","Disconnected"
"11/1/2025 9:33","Disconnected","81.5","Disconnected"
"11/1/2025 9:42","Disconnected","81.6","Disconnected"
"11/1/2025 9:43","Disconnected","81.6","Disconnected"
"11/1/2025 9:52","Disconnected","81.6","Disconnected"
"11/1/2025 9:53","Disconnected","81.6","Disconnected"
"11/1/2025 10:02","Disconnected","81.5","Disconnected"
"11/1/2025 10:04","Disconnected","81.7","Disconnected"
"11/1/2025 10:12","Disconnected","81.6","Disconnected"
"11/1/2025 10:14","Disconnected","81.6","Disconnected"
"11/1/2025 10:22","Disconnected","81.6","Disconnected"
"11/1/2025 10:24","Disconnected","81.6","Disconnected"
"11/1/2025 10:32","Disconnected","81.7","Disconnected"
"11/1/2025 10:34","Disconnected","81.6","Disconnected"
"11/1/2025 10:42","Disconnected","81.5","Disconnected"
"11/1/2025 10:44","Disconnected","81.5","Disconnected"
"11/1/2025 10:52","Disconnected","81.6","Disconnected"
"11/1/2025 10:54","Disconnected","81.6","Disconnected"
"11/1/2025 11:02","Disconnected","81.6","Disconnected"
"11/1/2025 11:04","Disconnected","81.6","Disconnected"
"11/1/2025 11:12","Disconnected","81.7","Disconnected"
"11/1/2025 11:14","Disconnected","81.6","Disconnected"
"11/1/2025 11:22","Disconnected","81.6","Disconnected"
"11/1/2025 11:24","Disconnected","81.6","Disconnected"
"11/1/2025 11:32","Disconnected","81.6","Disconnected"
"11/1/2025 11:34","Disconnected","81.6","Disconnected"
"11/1/2025 11:42","Disconnected","81.7","Disconnected"
"11/1/2025 11:44","Disconnected","81.6","Disconnected"
"11/1/2025 11:53","Disconnected","81.6","Disconnected"
"11/1/2025 11:54","Disconnected","81.6","Disconnected"
"11/1/2025 12:03","Disconnected","81.6","Disconnected"
"11/1/2025 12:04","Disconnected","81.6","Disconnected"
"11/1/2025 12:13","Disconnected","81.6","Disconnected"
"11/1/2025 12:14","Disconnected","81.6","Disconnected"
"11/1/2025 12:23","Disconnected","81.7","Disconnected"
"11/1/2025 12:24","Disconnected","81.7","Disconnected"
"11/1/2025 12:33","Disconnected","81.6","Disconnected"
"11/1/2025 12:34","Disconnected","81.6","Disconnected"
"11/1/2025 12:43","Disconnected","81.6","Disconnected"
"11/1/2025 12:44","Disconnected","81.6","Disconnected"
"11/1/2025 12:53","Disconnected","81.6","Disconnected"
"11/1/2025 12:55","Disconnected","81.6","Disconnected"
"11/1/2025 13:03","Disconnected","81.7","Disconnected"
"11/1/2025 13:05","Disconnected","81.6","Disconnected"
"11/1/2025 13:13","Disconnected","81.5","Disconnected"
"11/1/2025 13:15","Disconnected","81.5","Disconnected"
"11/1/2025 13:23","Disconnected","81.6","Disconnected"
"11/1/2025 13:25","Disconnected","81.6","Disconnected"
"11/1/2025 13:33","Disconnected","81.6","Disconnected"
"11/1/2025 13:35","Disconnected","81.6","Disconnected"
"11/1/2025 13:43","Disconnected","81.6","Disconnected"
"11/1/2025 13:45","Disconnected","81.7","Disconnected"
"11/1/2025 13:53","Disconnected","81.5","Disconnected"
"11/1/2025 13:55","Disconnected","81.5","Disconnected"
"11/1/2025 14:03","Disconnected","81.6","Disconnected"
"11/1/2025 14:05","Disconnected","81.6","Disconnected"
"11/1/2025 14:13","Disconnected","81.6","Disconnected"
"11/1/2025 14:15","Disconnected","81.6","Disconnected"
"11/1/2025 14:23","Disconnected","81.6","Disconnected"
"11/1/2025 14:25","Disconnected","81.6","Disconnected"
"11/1/2025 14:34","Disconnected","81.6","Disconnected"
"11/1/2025 14:35","Disconnected","81.6","Disconnected"
"11/1/2025 14:44","Disconnected","81.6","Disconnected"
"11/1/2025 14:45","Disconnected","81.6","Disconnected"
"11/1/2025 14:54","Disconnected","81.6","Disconnected"
"11/1/2025 14:55","Disconnected","81.6","Disconnected"
"11/1/2025 15:04","Disconnected","81.6","Disconnected"
"11/1/2025 15:05","Disconnected","81.6","Disconnected"
"11/1/2025 15:14","Disconnected","Disconnected","Disconnected"
"11/1/2025 15:15","Disconnected","81.7","Disconnected"
"11/1/2025 15:24","Disconnected","Disconnected","Disconnected"
"11/1/2025 15:25","Disconnected","81.6","Disconnected"
"11/1/2025 15:34","Disconnected","81.6","Disconnected"
"11/1/2025 15:36","Disconnected","81.6","Disconnected"
"11/1/2025 15:44","Disconnected","81.6","Disconnected"
"11/1/2025 15:46","Disconnected","81.6","Disconnected"
"11/1/2025 15:54","Disconnected","81.7","Disconnected"
"11/1/2025 15:56","Disconnected","81.7","Disconnected"
"11/1/2025 16:04","Disconnected","81.6","Disconnected"
"11/1/2025 16:06","Disconnected","81.6","Disconnected"
"11/1/2025 16:14","Disconnected","81.6","Disconnected"
"11/1/2025 16:16","Disconnected","81.6","Disconnected"
"11/1/2025 16:24","Disconnected","81.7","Disconnected"
"11/1/2025 16:26","Disconnected","81.7","Disconnected"
"11/1/2025 16:34","Disconnected","81.6","Disconnected"
"11/1/2025 16:36","Disconnected","81.6","Disconnected"
"11/1/2025 16:44","Disconnected","Disconnected","Disconnected"
"11/1/2025 16:46","Disconnected","81.6","Disconnected"
"11/1/2025 16:54","Disconnected","Disconnected","Disconnected"
"11/1/2025 16:56","Disconnected","81.7","Disconnected"
"11/1/2025 17:04","Disconnected","Disconnected","Disconnected"
"11/1/2025 17:06","Disconnected","81.6","Disconnected"
"11/1/2025 17:14","Disconnected","Disconnected","Disconnected"
"11/1/2025 17:16","Disconnected","81.6","Disconnected"
"11/1/2025 17:24","Disconnected","81.7","Disconnected"
"11/1/2025 17:26","Disconnected","81.7","Disconnected"
"11/1/2025 17:34","Disconnected","81.6","Disconnected"
"11/1/2025 17:36","Disconnected","81.6","Disconnected"
"11/1/2025 17:44","Disconnected","81.7","Disconnected"
"11/1/2025 17:46","Disconnected","81.6","Disconnected"
"11/1/2025 17:54","Disconnected","81.7","Disconnected"
"11/1/2025 17:56","Disconnected","81.7","Disconnected"
"11/1/2025 18:04","Disconnected","81.6","Disconnected"
"11/1/2025 18:06","Disconnected","81.7","Disconnected"
"11/1/2025 18:15","Disconnected","81.7","Disconnected"
"11/1/2025 18:17","Disconnected","81.6","Disconnected"
"11/1/2025 18:25","Disconnected","81.7","Disconnected"
"11/1/2025 18:27","Disconnected","81.7","Disconnected"
"11/1/2025 18:35","Disconnected","81.6","Disconnected"
"11/1/2025 18:37","Disconnected","81.6","Disconnected"
"11/1/2025 18:45","Disconnected","81.7","Disconnected"
"11/1/2025 18:47","Disconnected","81.7","Disconnected"
"11/1/2025 18:55","Disconnected","81.7","Disconnected"
"11/1/2025 18:57","Disconnected","81.7","Disconnected"
"11/1/2025 19:05","Disconnected","81.6","Disconnected"
"11/1/2025 19:07","Disconnected","81.7","Disconnected"
"11/1/2025 19:15","Disconnected","81.6","Disconnected"
"11/1/2025 19:17","Disconnected","81.6","Disconnected"
"11/1/2025 19:25","Disconnected","81.7","Disconnected"
"11/1/2025 19:27","Disconnected","81.7","Disconnected"
"11/1/2025 19:35","Disconnected","81.7","Disconnected"
"11/1/2025 19:37","Disconnected","81.6","Disconnected"
"11/1/2025 19:45","Disconnected","81.7","Disconnected"
"11/1/2025 19:47","Disconnected","81.6","Disconnected"
"11/1/2025 19:55","Disconnected","81.7","Disconnected"
"11/1/2025 19:57","Disconnected","81.7","Disconnected"
"11/1/2025 20:05","Disconnected","81.6","Disconnected"
"11/1/2025 20:07","Disconnected","81.6","Disconnected"
"11/1/2025 20:15","Disconnected","81.6","Disconnected"
"11/1/2025 20:17","Disconnected","81.7","Disconnected"
"11/1/2025 20:25","Disconnected","81.6","Disconnected"
"11/1/2025 20:27","Disconnected","81.6","Disconnected"
"11/1/2025 20:35","Disconnected","81.6","Disconnected"
"11/1/2025 20:37","Disconnected","81.6","Disconnected"
"11/1/2025 20:45","Disconnected","81.7","Disconnected"
"11/1/2025 20:47","Disconnected","81.6","Disconnected"
"11/1/2025 20:56","Disconnected","81.6","Disconnected"
"11/1/2025 20:57","Disconnected","81.7","Disconnected"
"11/1/2025 21:06","Disconnected","81.6","Disconnected"
"11/1/2025 21:08","Disconnected","81.6","Disconnected"
"11/1/2025 21:16","Disconnected","81.6","Disconnected"
"11/1/2025 21:18","Disconnected","81.5","Disconnected"
"11/1/2025 21:26","Disconnected","81.7","Disconnected"
"11/1/2025 21:28","Disconnected","81.6","Disconnected"
"11/1/2025 21:36","Disconnected","81.6","Disconnected"
"11/1/2025 21:38","Disconnected","81.6","Disconnected"
"11/1/2025 21:46","Disconnected","81.6","Disconnected"
"11/1/2025 21:48","Disconnected","81.6","Disconnected"
"11/1/2025 21:56","Disconnected","81.6","Disconnected"
"11/1/2025 21:58","Disconnected","Disconnected","Disconnected"
"11/1/2025 22:06","Disconnected","81.6","Disconnected"
"11/1/2025 22:08","Disconnected","Disconnected","Disconnected"
"11/1/2025 22:16","Disconnected","81.5","Disconnected"
"11/1/2025 22:18","Disconnected","81.5","Disconnected"
"11/1/2025 22:26","Disconnected","81.6","Disconnected"
"11/1/2025 22:28","Disconnected","81.5","Disconnected"
"11/1/2025 22:36","Disconnected","81.5","Disconnected"
"11/1/2025 22:38","Disconnected","81.6","Disconnected"
"11/1/2025 22:46","Disconnected","81.6","Disconnected"
"11/1/2025 22:48","Disconnected","81.6","Disconnected"
"11/1/2025 22:56","Disconnected","81.5","Disconnected"
"11/1/2025 22:58","Disconnected","81.6","Disconnected"
"11/1/2025 23:06","Disconnected","81.5","Disconnected"
"11/1/2025 23:08","Disconnected","81.5","Disconnected"
"11/1/2025 23:16","Disconnected","81.6","Disconnected"
"11/1/2025 23:18","Disconnected","81.5","Disconnected"
"11/1/2025 23:26","Disconnected","81.6","Disconnected"
"11/1/2025 23:28","Disconnected","81.6","Disconnected"
"11/1/2025 23:36","Disconnected","81.6","Disconnected"
"11/1/2025 23:38","Disconnected","81.6","Disconnected"
"11/1/2025 23:47","Disconnected","81.5","Disconnected"
"11/1/2025 23:48","Disconnected","81.5","Disconnected"
"11/1/2025 23:57","Disconnected","81.5","Disconnected"
"11/1/2025 23:58","Disconnected","81.5","Disconnected"
"11/2/2025 0:03","Disconnected","81.6","Disconnected"
"11/2/2025 0:07","Disconnected","81.6","Disconnected"
"11/2/2025 0:08","Disconnected","81.5","Disconnected"
"11/2/2025 0:13","Disconnected","81.5","Disconnected"
"11/2/2025 0:17","Disconnected","81.6","Disconnected"
"11/2/2025 0:19","Disconnected","81.5","Disconnected"
"11/2/2025 0:23","Disconnected","81.5","Disconnected"
"11/2/2025 0:27","Disconnected","81.6","Disconnected"
"11/2/2025 0:29","Disconnected","81.6","Disconnected"
"11/2/2025 0:33","Disconnected","81.6","Disconnected"
"11/2/2025 0:37","Disconnected","81.5","Disconnected"
"11/2/2025 0:39","Disconnected","81.6","Disconnected"
"11/2/2025 0:43","Disconnected","81.5","Disconnected"
"11/2/2025 0:47","Disconnected","81.5","Disconnected"
"11/2/2025 0:49","Disconnected","Disconnected","Disconnected"
"11/2/2025 0:53","Disconnected","81.6","Disconnected"
"11/2/2025 0:57","Disconnected","81.5","Disconnected"
"11/2/2025 0:59","Disconnected","Disconnected","Disconnected"
"11/2/2025 1:03","Disconnected","81.6","Disconnected"
"11/2/2025 1:07","Disconnected","81.5","Disconnected"
"11/2/2025 1:09","Disconnected","81.5","Disconnected"
"11/2/2025 1:13","Disconnected","81.5","Disconnected"
"11/2/2025 1:17","Disconnected","81.5","Disconnected"
"11/2/2025 1:19","Disconnected","81.5","Disconnected"
"11/2/2025 1:23","Disconnected","81.5","Disconnected"
"11/2/2025 1:27","Disconnected","81.5","Disconnected"
"11/2/2025 1:29","Disconnected","81.6","Disconnected"
"11/2/2025 1:33","Disconnected","81.5","Disconnected"
"11/2/2025 1:37","Disconnected","81.4","Disconnected"
"11/2/2025 1:39","Disconnected","81.6","Disconnected"
"11/2/2025 1:43","Disconnected","81.5","Disconnected"
"11/2/2025 1:47","Disconnected","81.5","Disconnected"
"11/2/2025 1:49","Disconnected","81.5","Disconnected"
"11/2/2025 1:53","Disconnected","81.5","Disconnected"
"11/2/2025 1:57","Disconnected","81.4","Disconnected"
"11/2/2025 1:59","Disconnected","81.5","Disconnected"
"11/2/2025 1:03","Disconnected","81.5","Disconnected"
"11/2/2025 1:07","Disconnected","81.5","Disconnected"
"11/2/2025 1:09","Disconnected","81.5","Disconnected"
"11/2/2025 1:14","Disconnected","81.6","Disconnected"
"11/2/2025 1:17","Disconnected","81.5","Disconnected"
"11/2/2025 1:19","Disconnected","81.5","Disconnected"
"11/2/2025 1:24","Disconnected","81.4","Disconnected"
"11/2/2025 1:27","Disconnected","81.5","Disconnected"
"11/2/2025 1:29","Disconnected","81.5","Disconnected"
"11/2/2025 1:34","Disconnected","81.5","Disconnected"
"11/2/2025 1:37","Disconnected","81.6","Disconnected"
"11/2/2025 1:39","Disconnected","81.5","Disconnected"
"11/2/2025 1:44","Disconnected","81.5","Disconnected"
"11/2/2025 1:48","Disconnected","81.5","Disconnected"
"11/2/2025 1:49","Disconnected","81.6","Disconnected"
"11/2/2025 1:54","Disconnected","81.5","Disconnected"
"11/2/2025 1:58","Disconnected","81.5","Disconnected"
"11/2/2025 1:59","Disconnected","81.5","Disconnected"
"11/2/2025 2:04","Disconnected","81.5","Disconnected"
"11/2/2025 2:08","Disconnected","81.5","Disconnected"
"11/2/2025 2:09","Disconnected","81.5","Disconnected"
"11/2/2025 2:14","Disconnected","81.5","Disconnected"
"11/2/2025 2:18","Disconnected","81.5","Disconnected"
"11/2/2025 2:19","Disconnected","81.5","Disconnected"
"11/2/2025 2:24","Disconnected","81.6","Disconnected"
"11/2/2025 2:28","Disconnected","81.5","Disconnected"
"11/2/2025 2:29","Disconnected","81.5","Disconnected"
"11/2/2025 2:34","Disconnected","81.4","Disconnected"
"11/2/2025 2:38","Disconnected","81.5","Disconnected"
"11/2/2025 2:40","Disconnected","81.5","Disconnected"
"11/2/2025 2:44","Disconnected","81.5","Disconnected"
"11/2/2025 2:48","Disconnected","81.5","Disconnected"
"11/2/2025 2:50","Disconnected","81.5","Disconnected"
"11/2/2025 2:54","Disconnected","81.5","Disconnected"
"11/2/2025 2:58","Disconnected","81.5","Disconnected"
"11/2/2025 3:00","Disconnected","81.6","Disconnected"
"11/2/2025 3:04","Disconnected","81.5","Disconnected"
"11/2/2025 3:08","Disconnected","81.5","Disconnected"
"11/2/2025 3:10","Disconnected","Disconnected","Disconnected"
"11/2/2025 3:14","Disconnected","81.5","Disconnected"
"11/2/2025 3:18","Disconnected","81.5","Disconnected"
"11/2/2025 3:20","Disconnected","81.4","Disconnected"
"11/2/2025 3:24","Disconnected","81.5","Disconnected"
"11/2/2025 3:28","Disconnected","81.5","Disconnected"
"11/2/2025 3:30","Disconnected","81.4","Disconnected"
"11/2/2025 3:34","Disconnected","81.5","Disconnected"
"11/2/2025 3:38","Disconnected","81.4","Disconnected"
"11/2/2025 3:40","Disconnected","81.5","Disconnected"
"11/2/2025 3:44","Disconnected","81.5","Disconnected"
"11/2/2025 3:48","Disconnected","81.4","Disconnected"
"11/2/2025 3:50","Disconnected","81.4","Disconnected"
"11/2/2025 3:54","Disconnected","81.4","Disconnected"
"11/2/2025 3:58","Disconnected","81.5","Disconnected"
"11/2/2025 4:00","Disconnected","Disconnected","Disconnected"
"11/2/2025 4:05","Disconnected","81.4","Disconnected"
"11/2/2025 4:08","Disconnected","81.5","Disconnected"
"11/2/2025 4:10","Disconnected","Disconnected","Disconnected"
"11/2/2025 4:15","Disconnected","81.4","Disconnected"
"11/2/2025 4:18","Disconnected","81.5","Disconnected"
"11/2/2025 4:20","Disconnected","81.5","Disconnected"
"11/2/2025 4:25","Disconnected","81.4","Disconnected"
"11/2/2025 4:28","Disconnected","81.5","Disconnected"
"11/2/2025 4:30","Disconnected","81.5","Disconnected"
"11/2/2025 4:35","Disconnected","81.4","Disconnected"
"11/2/2025 4:39","Disconnected","Disconnected","Disconnected"
"11/2/2025 4:40","Disconnected","81.5","Disconnected"
"11/2/2025 4:45","Disconnected","81.4","Disconnected"
"11/2/2025 4:49","Disconnected","81.4","Disconnected"
"11/2/2025 4:50","Disconnected","81.5","Disconnected"
"11/2/2025 4:55","Disconnected","81.5","Disconnected"
"11/2/2025 4:59","Disconnected","81.5","Disconnected"
"11/2/2025 5:00","Disconnected","81.5","Disconnected"
"11/2/2025 5:05","Disconnected","81.5","Disconnected"
"11/2/2025 5:09","Disconnected","81.5","Disconnected"
"11/2/2025 5:10","Disconnected","81.5","Disconnected"
"11/2/2025 5:15","Disconnected","81.5","Disconnected"
"11/2/2025 5:19","Disconnected","81.5","Disconnected"
"11/2/2025 5:20","Disconnected","81.5","Disconnected"
"11/2/2025 5:25","Disconnected","81.5","Disconnected"
"11/2/2025 5:29","Disconnected","81.5","Disconnected"
"11/2/2025 5:30","Disconnected","81.5","Disconnected"
"11/2/2025 5:35","Disconnected","81.6","Disconnected"
"11/2/2025 5:39","Disconnected","81.5","Disconnected"
"11/2/2025 5:40","Disconnected","81.5","Disconnected"
"11/2/2025 5:45","Disconnected","81.5","Disconnected"
"11/2/2025 5:49","Disconnected","81.6","Disconnected"
"11/2/2025 5:50","Disconnected","81.5","Disconnected"
"11/2/2025 5:55","Disconnected","81.5","Disconnected"
"11/2/2025 5:59","Disconnected","81.6","Disconnected"
"11/2/2025 6:00","Disconnected","81.6","Disconnected"
"11/2/2025 6:05","Disconnected","81.5","Disconnected"
"11/2/2025 6:09","Disconnected","81.6","Disconnected"
"11/2/2025 6:11","Disconnected","81.6","Disconnected"
"11/2/2025 6:15","Disconnected","81.5","Disconnected"
"11/2/2025 6:19","Disconnected","81.5","Disconnected"
"11/2/2025 6:21","Disconnected","81.5","Disconnected"
"11/2/2025 6:25","Disconnected","81.5","Disconnected"
"11/2/2025 6:29","Disconnected","81.5","Disconnected"
"11/2/2025 6:31","Disconnected","81.5","Disconnected"
"11/2/2025 6:35","Disconnected","81.6","Disconnected"
"11/2/2025 6:39","Disconnected","81.5","Disconnected"
"11/2/2025 6:41","Disconnected","81.5","Disconnected"
"11/2/2025 6:45","Disconnected","81.6","Disconnected"
"11/2/2025 6:49","Disconnected","81.5","Disconnected"
"11/2/2025 6:51","Disconnected","81.5","Disconnected"
"11/2/2025 6:55","Disconnected","81.5","Disconnected"
"11/2/2025 6:59","Disconnected","81.5","Disconnected"
"11/2/2025 7:01","Disconnected","81.5","Disconnected"
"11/2/2025 7:06","Disconnected","81.5","Disconnected"
"11/2/2025 7:09","Disconnected","81.6","Disconnected"
"11/2/2025 7:11","Disconnected","81.6","Disconnected"
"11/2/2025 7:16","Disconnected","81.5","Disconnected"
"11/2/2025 7:20","Disconnected","81.6","Disconnected"
"11/2/2025 7:21","Disconnected","81.6","Disconnected"
"11/2/2025 7:26","Disconnected","81.5","Disconnected"
"11/2/2025 7:30","Disconnected","81.5","Disconnected"
"11/2/2025 7:31","Disconnected","81.5","Disconnected"
"11/2/2025 7:36","Disconnected","81.6","Disconnected"
"11/2/2025 7:40","Disconnected","81.5","Disconnected"
"11/2/2025 7:41","Disconnected","81.5","Disconnected"
"11/2/2025 7:46","Disconnected","81.5","Disconnected"
"11/2/2025 7:50","Disconnected","81.6","Disconnected"
"11/2/2025 7:51","Disconnected","81.6","Disconnected"
"11/2/2025 7:56","Disconnected","81.5","Disconnected"
"11/2/2025 8:00","Disconnected","81.6","Disconnected"
"11/2/2025 8:01","Disconnected","81.7","Disconnected"
"11/2/2025 8:06","Disconnected","81.6","Disconnected"
"11/2/2025 8:10","Disconnected","81.6","Disconnected"
"11/2/2025 8:11","Disconnected","81.6","Disconnected"
"11/2/2025 8:16","Disconnected","81.6","Disconnected"
"11/2/2025 8:20","Disconnected","81.5","Disconnected"
"11/2/2025 8:21","Disconnected","81.5","Disconnected"
"11/2/2025 8:26","Disconnected","81.6","Disconnected"
"11/2/2025 8:30","Disconnected","81.6","Disconnected"
"11/2/2025 8:31","Disconnected","81.6","Disconnected"
"11/2/2025 8:36","Disconnected","81.5","Disconnected"
"11/2/2025 8:40","Disconnected","81.6","Disconnected"
"11/2/2025 8:41","Disconnected","81.6","Disconnected"
"11/2/2025 8:46","Disconnected","81.5","Disconnected"
"11/2/2025 8:50","Disconnected","81.6","Disconnected"
"11/2/2025 8:51","Disconnected","81.6","Disconnected"
"11/2/2025 8:56","Disconnected","81.6","Disconnected"
"11/2/2025 9:00","Disconnected","81.6","Disconnected"
"11/2/2025 9:02","Disconnected","81.6","Disconnected"
"11/2/2025 9:06","Disconnected","81.6","Disconnected"
"11/2/2025 9:10","Disconnected","81.6","Disconnected"
"11/2/2025 9:12","Disconnected","81.6","Disconnected"
"11/2/2025 9:16","Disconnected","81.7","Disconnected"
"11/2/2025 9:20","Disconnected","81.6","Disconnected"
"11/2/2025 9:22","Disconnected","81.6","Disconnected"
"11/2/2025 9:26","Disconnected","81.6","Disconnected"
"11/2/2025 9:30","Disconnected","81.7","Disconnected"
"11/2/2025 9:32","Disconnected","81.7","Disconnected"
"11/2/2025 9:36","Disconnected","81.6","Disconnected"
"11/2/2025 9:40","Disconnected","81.6","Disconnected"
"11/2/2025 9:42","Disconnected","81.5","Disconnected"
