"DateTime","55G Large","ESP8266 50G","ESP8266 55G","Water Meter"
"12/25/2025 07:08","68.7","67.9","77.2","67.7"
"12/25/2025 07:18","68.7","67.8","77.1","67.4"
"12/25/2025 07:28","68.6","67.7","Disconnected","65.3"
"12/25/2025 07:39","68.6","67.7","77.1","65.4"
"12/25/2025 07:49","68.7","67.7","77.1","65.6"
"12/25/2025 07:59","68.6","67.8","77.1","65.8"
"12/25/2025 08:09","68.6","67.7","77.1","53.7"
"12/25/2025 08:20","68.4","67.7","77.1","55.5"
"12/25/2025 08:30","68.4","67.7","77.0","53.2"
"12/25/2025 08:40","68.6","67.8","77.0","56.3"
"12/25/2025 08:50","68.7","67.8","77.0","60.6"
"12/25/2025 09:00","68.6","67.8","77.1","63.5"
"12/25/2025 09:11","68.4","67.7","77.0","64.4"
"12/25/2025 09:21","68.4","67.8","77.0","65.0"
"12/25/2025 09:31","68.4","67.8","77.0","65.3"
"12/25/2025 09:41","68.4","67.7","77.0","65.5"
"12/25/2025 09:51","68.4","67.7","77.0","65.6"
"12/25/2025 10:02","68.4","67.7","77.0","65.8"
"12/25/2025 10:12","68.6","67.8","77.0","65.9"
"12/25/2025 10:22","68.4","67.8","77.0","66.0"
"12/25/2025 10:32","68.4","67.7","77.0","66.1"
"12/25/2025 10:42","68.4","67.7","77.0","66.2"
"12/25/2025 10:53","68.6","67.8","76.9","66.2"
"12/25/2025 11:03","68.7","67.9","76.9","66.3"
"12/25/2025 11:13","68.7","67.9","76.9","66.4"
"12/25/2025 11:23","68.6","67.8","77.0","66.4"
"12/25/2025 11:33","68.6","67.9","76.9","66.3"
"12/25/2025 11:44","68.4","67.8","76.9","66.3"
"12/25/2025 11:54","68.4","67.8","76.9","66.3"
"12/25/2025 12:04","68.6","67.8","76.9","66.2"
"12/25/2025 12:14","68.4","67.8","76.9","66.2"
"12/25/2025 12:25","68.4","67.7","76.9","66.1"
"12/25/2025 12:35","68.3","67.7","76.9","66.1"
"12/25/2025 12:45","68.2","67.7","77.0","66.0"
"12/25/2025 12:55","68.2","67.7","76.9","66.0"
"12/25/2025 13:05","68.2","67.7","77.0","66.0"
"12/25/2025 13:16","68.1","67.7","77.0","65.9"
"12/25/2025 13:26","68.1","67.7","77.0","65.8"
"12/25/2025 13:36","68.2","67.7","77.0","65.6"
"12/25/2025 13:46","68.1","67.6","77.0","65.6"
"12/25/2025 13:56","68.1","67.6","77.0","65.6"
"12/25/2025 14:07","68.1","67.4","77.0","65.6"
"12/25/2025 14:17","68.0","67.6","77.0","65.5"
"12/25/2025 14:27","68.2","67.6","77.0","65.4"
"12/25/2025 14:37","68.3","67.7","77.0","65.6"
"12/25/2025 14:47","68.7","67.8","77.1","66.0"
"12/25/2025 14:58","68.9","67.9","77.1","66.3"
"12/25/2025 15:08","68.9","67.9","77.2","66.7"
"12/25/2025 15:18","68.8","67.8","77.1","66.7"
"12/25/2025 15:28","68.8","67.9","77.2","66.8"
"12/25/2025 15:38","68.9","67.8","77.1","66.7"
"12/25/2025 15:49","69.0","67.9","77.2","66.8"
"12/25/2025 15:59","69.1","67.9","77.2","67.0"
"12/25/2025 16:09","68.9","67.9","77.3","55.0"
"12/25/2025 16:19","69.0","67.9","77.3","57.2"
"12/25/2025 16:29","69.1","68.0","77.3","53.0"
"12/25/2025 16:40","69.3","68.0","77.4","55.6"
"12/25/2025 16:50","69.7","68.0","77.4","58.7"
"12/25/2025 17:00","69.6","68.2","77.4","60.6"
"12/25/2025 17:11","69.5","68.1","77.4","62.2"
"12/25/2025 17:21","69.3","68.1","77.4","63.2"
"12/25/2025 17:31","69.2","68.0","77.6","64.0"
"12/25/2025 17:41","69.2","68.0","77.4","64.5"
"12/25/2025 17:51","69.2","67.9","77.6","65.0"
"12/25/2025 18:02","69.1","67.9","77.4","65.3"
"12/25/2025 18:12","69.0","67.9","77.6","65.4"
"12/25/2025 18:22","69.0","68.0","77.6","65.5"
"12/25/2025 18:32","69.0","67.9","77.6","65.6"
"12/25/2025 18:42","69.0","68.0","77.6","65.9"
"12/25/2025 18:53","69.0","68.0","77.6","66.0"
"12/25/2025 19:03","68.9","67.9","77.6","66.1"
"12/25/2025 19:13","69.1","67.9","77.6","66.2"
"12/25/2025 19:23","69.1","67.9","77.6","66.3"
"12/25/2025 19:33","69.0","67.9","77.6","66.4"
"12/25/2025 19:44","68.9","67.9","77.6","66.3"
"12/25/2025 19:54","69.0","67.9","77.6","68.4"
"12/25/2025 20:04","69.0","67.9","77.7","69.3"
"12/25/2025 20:14","68.9","67.9","77.6","69.0"
"12/25/2025 20:24","68.9","67.8","77.6","68.4"
"12/25/2025 20:35","69.0","67.9","77.6","68.2"
"12/25/2025 20:45","68.9","67.9","77.6","67.9"
"12/25/2025 20:55","69.1","67.9","77.6","55.8"
"12/25/2025 21:05","69.0","67.6","77.6","53.3"
"12/25/2025 21:15","69.0","67.8","77.6","52.9"
"12/25/2025 21:26","69.0","67.9","77.7","55.1"
"12/25/2025 21:36","69.1","67.8","77.7","57.7"
"12/25/2025 21:46","69.1","67.9","77.7","59.8"
"12/25/2025 21:56","69.0","67.8","77.7","61.3"
"12/25/2025 22:06","69.1","67.9","77.7","62.5"
"12/25/2025 22:17","69.0","67.8","77.7","63.4"
"12/25/2025 22:27","68.9","67.9","77.7","55.0"
"12/25/2025 22:37","69.1","67.8","77.7","55.5"
"12/25/2025 22:47","69.1","67.9","77.7","58.0"
"12/25/2025 22:57","69.0","67.9","77.7","60.0"
"12/25/2025 23:07","69.0","67.9","77.7","54.4"
"12/25/2025 23:18","69.1","67.9","77.6","57.0"
"12/25/2025 23:28","69.3","67.9","77.7","52.7"
"12/25/2025 23:38","69.7","68.0","77.7","55.7"
"12/25/2025 23:48","69.7","68.0","77.7","58.7"
"12/26/2025 00:00","69.6","68.1","77.7","61.1"
"12/26/2025 00:10","69.6","68.1","77.7","62.5"
"12/26/2025 00:20","69.3","68.1","77.7","63.5"
"12/26/2025 00:30","69.3","68.0","77.7","64.2"
"12/26/2025 00:40","69.2","68.0","77.6","64.6"
"12/26/2025 00:51","69.2","68.0","77.6","65.0"
"12/26/2025 01:01","69.0","67.9","77.6","65.2"
"12/26/2025 01:11","69.0","67.9","77.6","65.4"
"12/26/2025 01:21","69.0","67.9","77.6","65.5"
"12/26/2025 01:31","68.8","67.8","77.6","63.6"
"12/26/2025 01:42","68.7","67.8","77.4","64.1"
"12/26/2025 01:52","68.7","67.8","77.4","64.5"
"12/26/2025 02:02","68.7","67.7","77.4","64.7"
"12/26/2025 02:12","68.4","67.8","77.3","65.1"
"12/26/2025 02:23","68.3","67.8","77.3","65.2"
"12/26/2025 02:33","68.4","67.6","77.3","65.3"
"12/26/2025 02:43","68.3","67.6","Disconnected","65.4"
"12/26/2025 02:53","68.3","67.6","77.2","65.4"
"12/26/2025 03:03","68.3","67.6","77.2","65.4"
"12/26/2025 03:14","68.6","67.7","Disconnected","65.6"
"12/26/2025 03:24","68.7","67.7","77.2","65.9"
"12/26/2025 03:34","68.7","67.7","77.2","66.1"
"12/26/2025 03:44","68.4","67.8","77.2","66.1"
"12/26/2025 03:54","68.7","67.7","77.2","66.1"
"12/26/2025 04:05","68.7","67.8","77.2","66.3"
"12/26/2025 04:15","68.7","67.8","77.2","66.3"
"12/26/2025 04:25","68.7","67.7","77.2","66.4"
"12/26/2025 04:35","68.7","67.8","77.1","66.4"
"12/26/2025 04:46","68.6","67.8","77.1","66.5"
"12/26/2025 04:56","68.7","67.7","77.2","66.5"
"12/26/2025 05:06","68.4","67.9","77.2","66.7"
"12/26/2025 05:16","68.6","67.7","77.1","66.5"
"12/26/2025 05:26","68.4","67.8","77.1","66.5"
"12/26/2025 05:37","68.4","67.7","77.1","66.4"
"12/26/2025 05:47","68.6","67.7","77.1","66.4"
"12/26/2025 05:57","68.7","67.7","77.1","66.5"
"12/26/2025 06:07","68.9","67.8","77.1","66.8"
"12/26/2025 06:17","68.8","67.8","77.1","66.9"
"12/26/2025 06:28","68.7","67.8","77.1","66.9"
"12/26/2025 06:38","68.7","67.7","77.1","66.8"
"12/26/2025 06:48","68.7","67.7","77.1","66.7"
"12/26/2025 06:58","68.6","67.7","77.1","66.7"
"12/26/2025 07:08","68.6","67.7","77.1","66.5"
"12/26/2025 07:19","68.4","67.6","77.0","66.5"
"12/26/2025 07:29","68.4","67.6","77.0","66.4"
"12/26/2025 07:39","68.6","67.6","77.1","66.4"
"12/26/2025 07:49","68.6","67.7","77.0","52.8"
"12/26/2025 07:59","68.4","67.7","77.0","53.3"
"12/26/2025 08:10","68.4","67.7","77.0","53.5"
"12/26/2025 08:20","68.4","67.7","77.0","53.7"
"12/26/2025 08:30","68.4","67.7","77.0","56.8"
"12/26/2025 08:40","68.6","67.8","76.9","56.0"
"12/26/2025 08:51","68.8","67.8","77.0","60.2"
"12/26/2025 09:01","68.8","67.8","77.1","64.4"
"12/26/2025 09:11","68.6","67.8","77.1","66.0"
"12/26/2025 09:21","68.8","67.7","77.0","64.5"
"12/26/2025 09:31","68.7","67.7","77.0","64.6"
"12/26/2025 09:42","68.6","67.7","77.0","65.1"
"12/26/2025 09:52","68.6","67.7","77.0","65.4"
"12/26/2025 10:02","68.6","67.6","77.0","63.7"
"12/26/2025 10:12","68.4","67.6","76.9","53.8"
"12/26/2025 10:22","68.4","67.6","76.9","55.1"
"12/26/2025 10:33","68.4","67.4","76.9","57.5"
"12/26/2025 10:43","68.4","67.6","76.9","55.6"
"12/26/2025 10:53","68.4","67.6","77.0","53.5"
"12/26/2025 11:03","68.4","67.6","76.9","56.1"
"12/26/2025 11:14","68.2","67.4","76.9","56.0"
"12/26/2025 11:24","68.3","67.4","76.9","58.1"
"12/26/2025 11:34","68.3","67.6","76.9","59.9"
"12/26/2025 11:44","68.1","67.6","76.9","58.2"
"12/26/2025 11:54","68.2","67.4","76.8","57.9"
"12/26/2025 12:05","68.2","67.4","76.9","58.1"
"12/26/2025 12:15","68.2","67.4","76.8","59.7"
"12/26/2025 12:25","68.1","67.4","76.9","52.5"
"12/26/2025 12:35","68.2","67.4","76.9","53.7"
"12/26/2025 12:45","68.1","67.4","76.8","52.8"
"12/26/2025 12:56","68.1","67.6","76.8","52.8"
"12/26/2025 13:06","68.1","67.6","76.9","54.7"
"12/26/2025 13:16","68.1","67.6","76.9","57.2"
"12/26/2025 13:26","68.1","67.4","76.9","59.0"
"12/26/2025 13:37","68.1","67.7","76.9","60.5"
"12/26/2025 13:47","68.3","67.7","77.0","61.6"
"12/26/2025 13:57","68.1","67.6","76.9","62.5"
"12/26/2025 14:07","68.3","67.6","76.9","63.2"
"12/26/2025 14:17","68.1","67.6","77.0","63.6"
"12/26/2025 14:28","68.2","67.4","77.0","64.0"
"12/26/2025 14:38","68.2","67.6","77.0","64.3"
"12/26/2025 14:48","68.1","67.6","76.9","64.5"
"12/26/2025 14:58","68.2","67.4","77.1","64.6"
"12/26/2025 15:09","68.2","67.4","77.0","63.0"
"12/26/2025 15:19","68.2","67.6","77.0","63.5"
"12/26/2025 15:29","68.2","67.4","77.0","66.9"
"12/26/2025 15:39","68.2","67.4","77.0","67.2"
"12/26/2025 15:49","68.2","67.6","77.1","67.0"
"12/26/2025 16:00","68.2","67.4","77.0","66.7"
"12/26/2025 16:10","68.2","67.4","77.0","66.5"
"12/26/2025 16:20","68.2","67.4","77.0","66.3"
"12/26/2025 16:30","68.2","67.6","77.0","66.1"
"12/26/2025 16:40","68.2","67.4","77.1","66.0"
"12/26/2025 16:51","68.2","67.4","77.1","65.9"
"12/26/2025 17:01","68.1","67.4","77.1","65.8"
"12/26/2025 17:11","68.2","67.6","77.0","65.8"
"12/26/2025 17:21","68.2","67.6","77.1","65.8"
"12/26/2025 17:32","68.2","67.4","77.1","65.8"
"12/26/2025 17:42","68.1","67.6","77.1","65.6"
"12/26/2025 17:52","68.2","67.6","77.0","65.6"
"12/26/2025 18:02","68.2","67.7","77.1","65.6"
"12/26/2025 18:12","68.3","67.7","77.1","52.7"
"12/26/2025 18:23","68.6","67.7","77.2","54.0"
"12/26/2025 18:33","68.8","67.8","77.2","58.7"
"12/26/2025 18:43","68.8","67.8","77.2","58.5"
"12/26/2025 18:53","68.7","67.8","77.2","53.8"
"12/26/2025 19:04","68.8","67.7","77.1","54.5"
"12/26/2025 19:14","68.7","67.7","77.2","53.2"
"12/26/2025 19:24","68.7","67.8","77.3","53.4"
"12/26/2025 19:34","68.7","67.8","77.3","56.5"
"12/26/2025 19:44","68.7","67.8","77.3","52.7"
"12/26/2025 19:55","68.6","67.7","77.3","55.2"
"12/26/2025 20:05","68.7","67.8","77.2","56.3"
"12/26/2025 20:15","68.8","67.8","77.2","53.7"
"12/26/2025 20:25","68.7","67.8","77.3","53.7"
"12/26/2025 20:35","68.8","67.8","77.3","56.4"
"12/26/2025 20:46","68.7","67.9","77.3","58.5"
"12/26/2025 20:56","68.7","67.8","77.3","60.1"
"12/26/2025 21:06","68.7","67.8","77.3","61.4"
"12/26/2025 21:16","68.7","67.8","77.3","62.3"
"12/26/2025 21:26","68.4","67.7","77.3","63.0"
"12/26/2025 21:37","68.4","67.7","77.3","63.5"
"12/26/2025 21:47","68.6","67.7","77.3","53.9"
"12/26/2025 21:57","68.4","67.7","77.3","56.1"
"12/26/2025 22:07","68.6","67.7","77.4","53.0"
"12/26/2025 22:17","68.6","67.7","77.4","53.6"
"12/26/2025 22:28","68.4","67.7","77.4","56.2"
"12/26/2025 22:38","68.4","67.7","77.3","54.2"
"12/26/2025 22:48","68.6","67.6","77.3","55.1"
"12/26/2025 22:58","68.3","67.6","77.3","57.3"
"12/26/2025 23:08","68.6","67.7","77.3","59.2"
"12/26/2025 23:19","68.4","67.7","77.3","53.9"
"12/26/2025 23:29","68.4","67.7","77.2","52.8"
"12/26/2025 23:39","68.4","67.6","77.3","53.0"
"12/26/2025 23:49","68.3","67.6","77.3","55.7"
"12/27/2025 00:00","68.4","67.6","77.2","58.0"
"12/27/2025 00:10","68.3","67.4","77.2","59.6"
"12/27/2025 00:20","68.3","67.6","77.2","58.8"
"12/27/2025 00:30","68.2","67.6","77.1","58.9"
"12/27/2025 00:41","68.3","67.6","77.2","54.3"
"12/27/2025 00:51","68.6","67.7","77.2","53.8"
"12/27/2025 01:01","68.3","67.7","77.1","56.4"
"12/27/2025 01:11","68.6","67.7","77.1","58.7"
"12/27/2025 01:21","68.6","67.7","77.2","60.3"
"12/27/2025 01:32","68.7","67.8","77.0","61.8"
"12/27/2025 01:42","68.6","67.7","77.1","62.7"
"12/27/2025 01:52","68.6","67.8","77.2","63.5"
"12/27/2025 02:02","68.4","67.7","77.1","64.0"
"12/27/2025 02:12","68.4","67.7","77.1","64.4"
"12/27/2025 02:23","68.4","67.7","77.1","64.6"
"12/27/2025 02:33","68.4","67.7","77.0","64.8"
"12/27/2025 02:43","68.3","67.7","77.1","65.1"
"12/27/2025 02:53","68.3","67.7","77.0","65.2"
"12/27/2025 03:03","68.4","67.6","77.0","65.3"
"12/27/2025 03:14","68.4","67.8","77.1","65.5"
"12/27/2025 03:24","68.4","67.8","77.0","65.6"
"12/27/2025 03:34","68.6","67.8","77.0","65.9"
"12/27/2025 03:44","68.7","67.8","77.1","66.1"
"12/27/2025 03:54","68.6","67.8","77.0","66.2"
"12/27/2025 04:05","68.6","67.7","77.2","66.3"
"12/27/2025 04:15","68.6","67.8","77.1","66.3"
"12/27/2025 04:25","68.7","67.8","77.1","66.5"
"12/27/2025 04:35","68.8","67.8","77.1","66.7"
"12/27/2025 04:45","68.7","67.8","77.1","66.7"
"12/27/2025 04:57","68.7","67.8","77.1","66.7"
"12/27/2025 05:07","68.7","67.7","77.2","66.7"
"12/27/2025 05:17","68.6","67.7","77.1","66.7"
"12/27/2025 05:27","68.4","67.7","77.2","66.7"
"12/27/2025 05:37","68.4","67.6","77.1","66.5"
"12/27/2025 05:48","68.4","67.7","77.0","66.5"
"12/27/2025 05:58","68.7","67.7","77.2","66.5"
"12/27/2025 06:08","68.7","67.7","77.1","66.8"
"12/27/2025 06:18","68.8","67.9","77.1","67.0"
"12/27/2025 06:28","68.8","67.8","77.2","67.1"
"12/27/2025 06:39","68.7","67.8","77.1","67.1"
"12/27/2025 06:49","68.7","67.9","77.2","55.0"
"12/27/2025 06:59","68.7","67.8","77.1","56.5"
"12/27/2025 07:09","68.6","67.7","77.1","58.3"
"12/27/2025 07:19","68.6","67.7","77.2","60.0"
"12/27/2025 07:30","68.4","67.7","77.1","61.4"
"12/27/2025 07:40","68.6","67.7","77.1","64.3"
"12/27/2025 07:50","68.7","67.8","77.0","66.3"
"12/27/2025 08:00","68.7","67.8","77.2","66.8"
"12/27/2025 08:10","68.6","67.8","77.1","66.9"
"12/27/2025 08:21","68.6","67.7","77.0","58.4"
"12/27/2025 08:31","68.7","67.8","77.1","53.7"
"12/27/2025 08:41","68.7","67.9","77.1","54.4"
"12/27/2025 08:51","68.7","67.8","77.1","56.0"
"12/27/2025 09:01","68.7","67.8","77.1","57.9"
"12/27/2025 09:12","68.4","67.8","77.1","58.4"
"12/27/2025 09:22","68.7","67.8","77.1","59.0"
"12/27/2025 09:32","68.9","67.9","77.1","56.2"
"12/27/2025 09:42","68.9","67.9","77.2","55.2"
